businessUnitId,displayName,paysForExtraFeatures,claimed,numberOfReviews,stars,contact.website,contact.phone,contact.email,location.address,location.city,location.zipCode,trustScore,categories
64fac578b6f88feb7da89274,Pet Variety,False,True,5,4,http://petvariety.com.au,(02) 4607 2685,hello@petvariety.com.au,PO Box 295,Minto,2566,4.1,Pet Supply Store
6365a2773d3336618867f538,Scruffer,False,True,5,4,http://scruffer.com.au,,,,,,4.1,Pet Store
5bc69e201ddb0e00014fc6e1,Oh Crap,False,True,349,4,https://www.ohcrap.com.au,1300 36 24 76,team@ohcrap.com.au,PO Box 6337,Highton,3216,4.0,Pet Store
5f9015b917e2a10001c7b89c,Petmarket,False,True,331,4,http://petmarket.com.au,,info@petmarket.com.au,21 Shiny Drive,Melbourne,,4.0,"Pet Supply Store, Pet Store, Online Marketplace"
6328fb3c79bf20674ba9b96d,Best Buds,False,True,30,4,http://best-buds.co,,contact@best-buds.co,Royal Exchange NSW 1225 ,Sydney,1225,4.0,"Health and Beauty Shop, Pet Supply Store, Vitamin and Supplements Store"
6617768e651a538b761a4e7b,Barkery Avenue,False,True,5,4,http://barkeryavenue.com.au,,hello@BarkeryAvenue.com.au,New South Wales,Rosemeadow,2560,4.0,Pet Supply Store
6138371a3f5fae001d708cf7,ONE With Everything!,False,True,4,4,http://onewitheverything.com.au,,,,,,4.0,"Animal Feed Store, Pet Store"
5def721095e2f80001b20a98,Barket,False,True,3,4,http://www.barket.com.au,,hello@barket.com.au,,,,4.0,Pet Store
5ed323a50a6b9700019b001d,Big Red Fencing,False,True,4,4,https://www.bigredfencing.com.au/,1300 244 733,mail@bigredfencing.com.au,15c 24 Dexter St,Moorooka,4105,3.9,"Equestrian Store, Agricultural Product Wholesaler, Animal Control Service, Pet Supply Store, Farm Equipment Supplier"
65f7740f83c045fd41e8e2f1,Aquatic Live Food,False,True,8,4,https://aquaticlivefood.com.au,,hello@aquaticlivefood.com.au,Ballarto Road,Carrum Downs,3201,3.8,Aquarium Shop
6550d4ee775c37f4d785584f,Leghari Cavoodle,False,True,3,4.0,http://legharicavoodle.com,+61 8 6102 8507,Info@legharicavoodle.com,"40 Britomart Gardens, Alawa NT 0810, Australia",Alawa,0810,3.8,Pet Store
614ef1604813b7001d231db9,"LuvXpaW - Pet Luxury Accessories, Treats & Toys",False,True,2,4.0,http://luvxpaw.com,(02) 4620 5496,info@luvxpaw.com,U8/26-28 Kingsclare St,Leumeah,2560,3.8,Pet Supply Store
64b9f55a1c6ee60ed81cbb58,Wolfie & Whisker,False,True,2,4.0,http://wolfieandwhisker.com,,customercare@arkdistribution.com.au,32/1 Tilbury Rise,Upper Coomera,4209,3.8,Pet Store
64740fd3a10721677e3d7e45,Yourpetsremedy,False,True,2,4.0,http://yourpetsremedy.com,,hello@yourpetsremedy.com,Burleigh Heads,Gold Coast,4220,3.8,Pet Store
60aed2a3117c42000178c64e,Itchy Paws,False,True,2,4.0,http://itchypaws.com.au,,hello@itchypaws.com.au,,,,3.8,Pet Store
64ba03dc11c8af68008b2484,Dexie & Loki co,False,True,2,4.0,http://dexieloki.co,0476448503,Contact@dexieloki.co,13 Federation Avenue,Broadbeach,4288,3.8,Pet Store
5ff2a1a8b391a00001aa91ca,Petzyo,False,True,2,4.0,http://petzyo.com.au,03 9000 0523,yo@petzyo.com.au,11 Wilson St,South Yarra,3141,3.8,Pet Store
669dc7c2a28d00325aad6784,Saizengrooming,False,True,2,4.0,http://saizengrooming.com,,,,,,3.8,"Pet Supply Store, Pet Groomer"
62f087165a57dde6d418b907,Aussie Dog Lovers,False,True,154,3.5,http://aussiedoglovers.com.au,1800 364 568,admin@aussiedoglovers.com.au,Airds Road,Campbelltown,2560,3.7,"Pet Adoption Service, Pet Store, Pet Groomer, Pet Supply Store, Animal Rescue Service, Veterinarian"
601e7f9ca023a00001084a31,Pet Parlor,False,True,23,3.5,http://petparlor.com.au,,admin@petparlor.com.au,,perth,6100,3.7,"Pet Store, Pet Supply Store"
63fea4153bc1d706eadc1b3c,Petsbest,False,True,4,3.5,http://petsbest.com.au,,,,,,3.7,"Pet Store, Pet Supply Store, Pet-Friendly Accommodation"
618b3135ef04b4a476e2680f,Frenchie & Friends co ,False,True,2,3.5,http://frenchieandfriendsco.com,,support@frenchieandfriendsco.com,401/3 olive york way,brunswick west ,3055,3.7,Pet Supply Store
617249fa6fc555750dd82260,Easypeazzy,False,True,1,3.5,http://easypeazzy.com,0422460819,info@easypeazzy.com,,,,3.7,Pet Supply Store
60ac89f534168c0001d8f47a,Pupperdog,False,True,1,3.5,http://pupperdog.com.au,,info@pupperdog.com.au,,Sydney,,3.7,"Pet Store, Pet Supply Store"
65d3e89ec884c17a3122ee8f,Furbo Fresh,False,True,1,3.5,http://furbofresh.com,,,,,,3.7,Pet Supply Store
62565a3d85711e7bcb45713a,ilume,False,True,1,3.5,http://weareilume.com,,,,,,3.7,"Food Producer, Pet Store"
630251f47345b82e7132ddd7,howlerpetfoods.com.au,False,True,1,3.5,http://howlerpetfoods.com.au,,help@howlerpetfoods.com.au,1 Albert Street,Moolap,3224,3.7,Pet Store
622f25e48d7b1f06076e9928,ZALA AND FRIENDS,False,True,1,3.5,http://zalaandfriends.com,,,,,,3.7,Pet Supply Store
61a1653eac0e79961197683d,Enjoynowpaylater,False,True,1,3.5,http://enjoynowpaylater.com.au,,contactus@enjoynowpaylater.com.au,level 13 2-26 park street,sydney,2000,3.7,"Lawn Mower Store, Online Marketplace, Pet Supply Store, Appliance Store, Computer and Accessories Store, Furniture Store"
61da5368c46eb3ac398d1511,Sassy Treats (and Real Food),False,True,1,3.5,http://sassytreats.com.au,0419269266,orders@sassytreats.com.au,PO BOX 371 Broadway,Sydney,2007,3.7,Animal Feed Store
5cecc13f0e7385000117a76b,Pet Home Direct AU,False,True,5,3.5,http://pethomedirect.com.au,,support@pethomedirect.com.au,,Melbourne,3000,3.5,Pet Store
65f4db4d99c65c08383c53fa,Discount Apoquel,False,True,10,3.5,http://discountapoquel.com,,,,,,3.4,Pet Supply Store
5f58ad50c15b2700017c540b,Red Dingo,False,True,7,3.5,http://reddingo.com,,marketing@reddingo.com,4/11 Sydenham Road,Brookvale,2100,3.4,Pet Supply Store
6233cb04c1f6d2e6e47b6cc9,Buddy Pet,False,True,45,3.5,https://buddypet.co,1300402420,hey@buddypet.co,365 Little Collins Street,Melbourne,3000,3.3,"Pet Store, Pet Supply Store"
5fc377efab28670001130282,urinefree.com.au,False,True,1,3.0,http://urinefree.com.au, 03 9318 0996,sales@urinefree.com.au,PO Box 648,North Balwyn,3104,3.2,Pet Supply Store
613b119a72f812001d43125e,Chacon the Conscious Cat Store,False,True,9,3.0,http://chacon.com.au,(02) 8060 6396,info@chacon.com.au,Pearl street ,Erskineville ,2043,2.9,Pet Store
601b76fa5412ac0001fa58c3,The Pet Bucket,False,True,2,3.0,https://www.thepetbucket.com,,support@thepetbucket.com,,,,2.9,Pet Supply Store
60acd4191aeec100018cead4,Petculture,False,True,5,3.0,https://www.petculture.com.au/,,,,,,2.8,Pet Store
579fe9070000ff000592fefd,PetCloud,False,True,155,2.5,https://www.petcloud.com.au,1300 66 77 85,service@petcloud.com.au,"315 Brunswick St, [TCB Building, The Precinct, Level 2]",Fortitude Valley,4006,2.7,"Pet Store, Pet Sitter"
61c63b491afb37000a74e95d,Petso Pty Ltd,False,True,27,2.5,http://petso.com.au,1300 755 078,info@petso.com.au,6A Leeds Street,Rhodes,2138,2.7,Pet Supply Store
5ea145b93cb6bd000118e288,i.Pet Australia,False,True,18,2.5,http://ipet-au.com,,,,,,2.5,Pet Supply Store
61ddaf3a6cb5355910eb9a26,Hakuna Pets,False,True,6,2.5,http://hakunapets.com.au,,,,,,2.5,Pet Supply Store
5efa9a1cf1f92f0001ab8cff,Petnest Australia,False,True,23,2.5,https://petnest.com.au,0286253317,hema@sahai.com.au,"unit 1, 2-4 Tasha Pl",Kings Park,2148,2.4,Pet Store
54ee86490000ff00057dada1,Budgetpetproducts,False,True,65,2.5,http://www.budgetpetproducts.com.au,,,,,,2.3,Pet Supply Store
658a279be8a83e7a9723b019,myrainbowpets.com.au,False,True,40,2.0,http://www.myrainbowpets.com.au,,contact@myrainbowpets.com.au,,,,2.2,Pet Store
5f08160667e4950001995ec2,Petbarn,False,True,77,2.0,http://www.petbarn.com.au,,,,,,2.1,Pet Supply Store
5fbd26132bf7fb00015d5ef1,Puppy Creche,False,True,67,2.0,http://puppycreche.com,,info@puppycreche.com,,,,2.1,Pet Store
613c53059e1fe6001d5124f1,dogee,False,True,24,1.5,http://doee.com,,dogeel@gmail.com, Union Street,Melbourne,3020,1.6,Pet Store
618917a6ddff9654d6a34b97,misterwoofs.com,False,True,110,1.5,http://misterwoofs.com,,,,,,1.3,Pet Store
6639e6c9dc46cbf72898f055,Pet Wizard,False,True,0,0.0,https://petwizard.com.au,1300821096,support@petwizard.com.au,5 Inglis Road,Ingleburn,2565,0.0,Pet Supply Store
5f2166da703639000186207a,Happy Dog Tribe,False,True,0,0,http://happydogtribe.com.au,,hello@happydogtribe.com.au,,,,0,Pet Supply Store
644f310fe51cd427d1f65a72,Central Animal Records,False,True,0,0,http://car.com.au,0397063187,info@car.com.au,22 Fiveways Boulevard,Keysborough,3173,0,Pet Store
658101b6b0b819a7367b950d,SNUPZ,False,True,0,0,http://snupz.store,,,,,,0,Pet Store
66ade51497a240b236b79f36,CreepyCrawlys.com,False,True,0,0,http://creepycrawlys.com,0886411804,info@creepycrawlys.com,3 Evans Place,Port Augusta,5700,0,Pet Store
6006b9c77cbcd20001132967,The Pooch Beauty Salon,False,True,0,0,https://www.thepoochbeautysalon.com.au/,+61393910178,poochbeautysalon1@gmail.com,3 Misten Avenue,Altona North,3205,0,Pet Store
63fc399a53044ed29109e585,charlies.pet,False,True,0,0,http://charlies.pet,(02)97381118,info@charlies.pet,33 Rose Crescent,AUBURN,2144,0,Pet Supply Store
601f4a78f1069f0001553830,Fayie,False,True,0,0,http://fayie.net,,,,,,0,Pet Supply Store
605c9f5c18c6cc0001b43f6d,Obedientpet,False,True,0,0,http://obedientpet.com.au,,info@obedientpet.com.au,"Suite 104, 101-103  Pilbara Street",Welshpool,6106,0,Pet Supply Store
65b19653a1fd79b35fb00aab,Fetch & Bark,False,True,0,0,http://fetchnbark.com,,info@fetchnbark.com,1 Ferry rd,West End,4101,0,Pet Supply Store
64eb1e47eb19c09f7c98e0b4,Milosbackyard.com,False,True,0,0,http://milosbackyard.com,1300 171 685,hello@milosbackyard.com,81-83 Campbell Street,Surry Hills,2010,0,"Outdoor Swimming Pool, Outdoor Sports Store, Toy Store, Pet Store"
5c9ae924184db30001a494df,Olly's Box,False,True,0,0,http://ollysbox.com.au,,bark@ollysbox.com.au,1/6 Booran Drive,Underwood,4114,0,Pet Supply Store
5d3fba69c38c3300017c31ed,MediTools,False,True,0,0,http://meditools.com.au,,,Fawkner Lane 13,Craigieburn,3064,0,Pet Supply Store
6136da235a1708001d77991f,Petkey Australia,False,True,0,0,http://www.petkey.com.au,,support@petkey.com.au,,,,0,Pet Store
61471e5f133ecf001df7cf68,Nexxg Australia,False,True,0,0,http://nexxg.com.au,1300-81-5522,info@nexxg.com.au,Strathfield,Sydney,2135,0,"Children's Toys Store, Pet Store, Appliance Store, Children's Furniture Store, Furniture Store, Electronics Store"
64a561a9152c571a851b9fa3,Giveasht,False,True,0,0,http://giveasht.com,,,,,,0,Pet Supply Store
622f963d535b43c191ffc58e,Dog Yog,False,True,0,0,http://dogyog.com.au,,,,,,0,Pet Store
626df543b20c2ee8e0c34698,Magnus and Paws,False,True,0,0,http://magnusandpaws.com,,magnusandpaws@gmail.com,,,,0,Pet Supply Store
6147ee72b120a5001db9f2e6,Fetchit,False,True,0,0,http://fetchit.com.au,,,,,,0,Pet Store
614e7b83cf8e6f001d629f3c,Qhaustralia,False,True,0,0,https://qhaustralia.com.au,0451608308,info@qhaustralia.com.au,124 Dutton ST,Sydney,2199,0,"Bedroom Furniture Store, Furniture Accessories, Safety and Work Wear Store, Pet Store"
6666d14eda91c10778ea0432,Wonderfur,False,True,0,0,http://wonderfur.com.au,,hello@wonderfur.com.au,26/9  Salisbury Road,Castle Hill,2145,0,Pet Store
61471e5f133ecf001df7cf68,Nexxg Australia,False,True,0,0,http://nexxg.com.au,1300-81-5522,info@nexxg.com.au,Strathfield,Sydney,2135,0,"Children's Toys Store, Pet Store, Appliance Store, Children's Furniture Store, Furniture Store, Electronics Store"
65d05e47719a1ee4124762ca,The Cat Den,False,True,0,0,http://thecatden.com.au,0426632662,contact@thecatden.com.au,35 Grover Way,Ellenbrook,6069,0,"Pet Supply Store, Pet Store"
65f2378aee4431fef0b1733e,vetslovepets.com.au,False,True,0,0,http://vetslovepets.com.au,1300 155 550,support@vetslovepets.com.au,Unit 2/38 Colin Street,Perth,6005,0,"Pet Supply Store, Pet Store"
62d80c101f5812d066db0026,Luxe Treasures Oz ,False,True,0,0,http://luxetreasures.com.au,,,,,,0,"Baby Store, Home Goods Store, Pet Store, Outdoor Furniture Store, Children's Toys Store, Children's Furniture Store"
6530e3654c29174a0f82b729,Woofworld,False,True,0,0,http://woofworld.com.au,0416174151,support@woofworld.com.au,Victoria,Melbourne,3000,0,Pet Store
66189d1c6d372c9db30a7d2a,Cutepet,False,True,0,0,http://cutepet.com.au,,support@cutepet.com.au,81-83 Campbell Street Surry Hills NSW 20,Surry Hills,2010,0,Pet Store
6494be689c7e619727ef22ea,Aussie Cat Hammocks,False,True,0,0,http://aussiecathammocks.com.au,,contact@aussiecathammocks.com.au,PO Box 5846 ,Maroochydore ,4575,0,Pet Supply Store
616fbfabca6e77f38925e317,The Pet Family Store,False,True,0,0,http://thepetfamilystore.com.au,0413806791,contact@thepetfamilystore.com.au,45 MANSON RD,HENDRA QLD 4011,4011,0,Pet Supply Store
65d294a88bf6e5ef5ab61a4c,Petsgear,False,True,0,0,http://petsgear.com.au,,info@petsgear.com.au,335 S Gippsland Hwy,Dandenong South,3175,0,Pet Supply Store
65b20eb094caa4c0b17f0998,Lucee Designs,False,True,0,0,http://luceedesigns.square.site,,LuceeDesigns@yahoo.com,Haskell Drive,Whyalla Jenkins,5609,0,Pet Supply Store
629568608da6978dc47ab0ad,Thebrisbanebarkery,False,True,0,0,http://thebrisbanebarkery.com.au,,,,,,0,Pet Supply Store
62bdb5fb6a6aea301bdbd506,Aquacircle,False,True,0,0,http://aquacircle.com.au,,support@aquacircle.com.au,7 Thurmand Court,Roxburgh Park,3064,0,Pet Store
650f65f9680c183fe3a675c4,Whippy Tail,False,True,0,0,http://whippytail.com.au,,support@whippytail.com.au,22 Bronco Cres,Gracemere,4702,0,Pet Supply Store
